"Occurrence_ID"	"Island_ID"	"OceanRegion"	"Archipelagoname"	"IslandName"	"Class"	"Order"	"Family"	"Species_name"	"Species_ID"	"Status"	"Body_mass"	"Log_mass"	"Surrogate_used_mass"	"Flying"	"Diet"	"Long"	"Lat"	"Area"	"Dist"	"SLMP"	"Elev"	"status.binary"
631	48	"Pacific"	"SolomonIslands"	"Bellona"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula pacifica"	105	"Extant"	395	2.596597096	0	1	3	159.792116	-11.296598	17.66	1539.41	0.237	76	0
632	48	"Pacific"	"SolomonIslands"	"Bellona"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia mackinlayi"	194	"Extant"	86	1.934498451	0	1	2	159.792116	-11.296598	17.66	1539.41	0.237	76	0
633	48	"Pacific"	"SolomonIslands"	"Bellona"	"Aves"	"Columbiformes"	"Columbidae"	"Caloenas nicobarica"	27	"Extant"	540	2.73239376	0	1	2	159.792116	-11.296598	17.66	1539.41	0.237	76	0
634	48	"Pacific"	"SolomonIslands"	"Bellona"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba beccarii"	128	"Extant"	80.1	1.903632516	0	1	1	159.792116	-11.296598	17.66	1539.41	0.237	76	0
635	48	"Pacific"	"SolomonIslands"	"Bellona"	"Reptilia"	"Squamata"	"Gekkonidae"	"Gehyra oceanica"	153	"Extant"	7.9	0.897627091	0	0	1	159.792116	-11.296598	17.66	1539.41	0.237	76	0
636	48	"Pacific"	"SolomonIslands"	"Bellona"	"Reptilia"	"Squamata"	"Scincidae"	"Lamprolepis smaragdina"	177	"Extant"	41.02	NA	0	0	2	159.792116	-11.296598	17.66	1539.41	0.237	76	0
637	48	"Pacific"	"SolomonIslands"	"Bellona"	"Reptilia"	"Squamata"	"Agamidae"	"Hypsilurus godeffroyi"	166	"Extant"	154.72	NA	0	0	2	159.792116	-11.296598	17.66	1539.41	0.237	76	0
638	48	"Pacific"	"SolomonIslands"	"Bellona"	"Reptilia"	"Squamata"	"Scincidae"	"Corucia zebrata"	70	"Extant"	1013.7	3.005909446	0	0	2	159.792116	-11.296598	17.66	1539.41	0.237	76	0
639	49	"Pacific"	"SolomonIslands"	"Buka"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Dobsonia inermis"	93	"Extant"	149.5	2.174641193	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
640	49	"Pacific"	"SolomonIslands"	"Buka"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Macroglossus minimus"	192	"Extant"	16.36766667	1.213986772	0	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
641	49	"Pacific"	"SolomonIslands"	"Buka"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Melonycteris woodfordi"	207	"Extant"	29.22	1.465680212	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
642	49	"Pacific"	"SolomonIslands"	"Buka"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene vizcaccia"	240	"Extant"	40	1.602059991	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
643	49	"Pacific"	"SolomonIslands"	"Buka"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteralopex flanneryi"	280	"Extant"	437.453	2.640931399	1	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
644	49	"Pacific"	"SolomonIslands"	"Buka"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus mahaganus"	288	"Extant"	251.401	2.400367001	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
645	49	"Pacific"	"SolomonIslands"	"Buka"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus rayneri"	293	"Extant"	724.5	2.86003839	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
646	49	"Pacific"	"SolomonIslands"	"Buka"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus amplexicaudatus"	321	"Extant"	82.4655	1.916272297	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
647	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Caloenas nicobarica"	27	"Extinct"	540	2.73239376	0	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	1
648	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Chalcophaps stephani"	38	"Extant"	129.5	2.112269768	0	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
649	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula rubricera"	107	"Extant"	652	2.814247596	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
650	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula pistrinaria"	106	"Extant"	515	2.711807229	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
651	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba rufigula"	134	"Extinct"	130	2.113943352	0	1	1	154.626695	-5.221738	606.96	1455.9	0.362	371	1
652	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"GenusNov1. sp.A"	155	"Extinct"	349.9673913	2.54402758	1	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	1
653	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"GenusNov1. sp.B"	156	"Extinct"	349.9673913	2.54402758	1	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	1
654	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia mackinlayi"	194	"Extant"	86	1.934498451	0	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
655	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus superbus"	311	"Extant"	118	2.071882007	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
656	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus solomonensis"	310	"Extant"	109.7	2.040206628	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
657	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus viridis"	314	"Extant"	121	2.08278537	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
658	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Coraciiformes"	"Bucerotidae"	"Aceros plicatus"	1	"Extant"	1706.5	3.232106293	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
659	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Galliformes"	"Megapodiidae"	"Megapodius eremita"	198	"Extant"	677.5	2.8309093	0	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
660	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Galliformes"	"Megapodiidae"	"Megapodius sp.B"	203	"Extinct"	630.40625	2.79962051	1	1	1	154.626695	-5.221738	606.96	1455.9	0.362	371	1
661	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Gruiformes"	"Rallidae"	"Gallirallus tertius"	145	"Extinct"	362.7916667	NA	1	0	1	154.626695	-5.221738	606.96	1455.9	0.362	371	1
662	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Gruiformes"	"Rallidae"	"Gallirallus sp.B"	143	"Extinct"	362.7916667	NA	1	0	1	154.626695	-5.221738	606.96	1455.9	0.362	371	1
663	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis metallica"	18	"Extant"	56.5	1.752048448	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
664	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis cantoroides"	12	"Extant"	55.75	1.746244872	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
665	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis grandis"	16	"Extant"	134	2.127104798	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
666	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Passeriformes"	"Dicaeidae"	"Dicaeum aeneum"	88	"Extant"	9.25	0.966141733	0	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
667	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Passeriformes"	"Sturnidae"	"Mino dumontii"	214	"Extant"	203.5	2.308564414	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
668	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Passeriformes"	"Pachycephalidae"	"Pachycephala pectoralis"	244	"Extant"	31.34166667	1.496122087	0	1	1	154.626695	-5.221738	606.96	1455.9	0.362	371	0
669	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops metcalfii"	375	"Extant"	14	1.146128036	0	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
670	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Psittaciformes"	"Psittacidae"	"Cacatua ducorpsii"	24	"Extant"	394	2.595496222	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
671	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Psittaciformes"	"Psittacidae"	"Chalcopsitta cardinalis"	39	"Extant"	183	2.26245109	0	1	1	154.626695	-5.221738	606.96	1455.9	0.362	371	0
672	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Psittaciformes"	"Psittacidae"	"Charmosyna placentis"	44	"Extant"	33.6	1.526339277	0	1	1	154.626695	-5.221738	606.96	1455.9	0.362	371	0
673	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Psittaciformes"	"Psittacidae"	"Eclectus roratus"	111	"Extant"	486.5	2.687082845	0	1	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
674	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Psittaciformes"	"Psittacidae"	"Geoffroyus heteroclitus"	157	"Extant"	170	2.230448921	0	1	3	154.626695	-5.221738	606.96	1455.9	0.362	371	0
675	49	"Pacific"	"SolomonIslands"	"Buka"	"Aves"	"Psittaciformes"	"Psittacidae"	"Trichoglossus haematodus"	337	"Extant"	115.0333333	2.060823704	0	1	1	154.626695	-5.221738	606.96	1455.9	0.362	371	0
676	49	"Pacific"	"SolomonIslands"	"Buka"	"Reptilia"	"Squamata"	"Gekkonidae"	"Gehyra oceanica"	153	"Extant"	7.9	0.897627091	0	0	1	154.626695	-5.221738	606.96	1455.9	0.362	371	0
677	49	"Pacific"	"SolomonIslands"	"Buka"	"Reptilia"	"Squamata"	"Scincidae"	"Lamprolepis smaragdina"	177	"Extant"	41.02	NA	0	0	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
678	49	"Pacific"	"SolomonIslands"	"Buka"	"Reptilia"	"Squamata"	"Agamidae"	"Hypsilurus godeffroyi"	166	"Extant"	154.72	NA	0	0	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
679	49	"Pacific"	"SolomonIslands"	"Buka"	"Reptilia"	"Squamata"	"Scincidae"	"Corucia zebrata"	70	"Extant"	1013.7	3.005909446	0	0	2	154.626695	-5.221738	606.96	1455.9	0.362	371	0
680	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Dobsonia inermis"	93	"Extant"	149.5	2.174641193	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
681	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Macroglossus minimus"	192	"Extant"	16.36766667	1.213986772	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
682	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Melonycteris woodfordi"	207	"Extant"	29.22	1.465680212	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
683	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene major"	238	"Extant"	104.153	2.017671784	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
684	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene vizcaccia"	240	"Extant"	40	1.602059991	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
685	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteralopex anceps"	279	"Extant"	560.359	2.748466352	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
686	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteralopex flanneryi"	280	"Extant"	437.453	2.640931399	1	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
687	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus admiralitatum"	281	"Extant"	299.9	2.476976466	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
688	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus mahaganus"	288	"Extant"	251.401	2.400367001	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
689	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus rayneri"	293	"Extant"	724.5	2.86003839	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
690	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus amplexicaudatus"	321	"Extant"	82.4655	1.916272297	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
691	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Caloenas nicobarica"	27	"Extant"	540	2.73239376	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
692	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Chalcophaps stephani"	38	"Extant"	129.5	2.112269768	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
693	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Columba pallidiceps"	62	"Extant"	459	2.661812686	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
694	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula rubricera"	107	"Extant"	652	2.814247596	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
695	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula pistrinaria"	106	"Extant"	515	2.711807229	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
696	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba beccarii"	128	"Extant"	80.1	1.903632516	0	1	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
697	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia mackinlayi"	194	"Extant"	86	1.934498451	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
698	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Microgoura meeki"	208	"Extinct"	349.9673913	2.54402758	1	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	1
699	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus superbus"	311	"Extant"	118	2.071882007	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
700	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus viridis"	314	"Extant"	121	2.08278537	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
701	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Columbiformes"	"Columbidae"	"Reinwardtoena crassirostris"	319	"Extant"	259	2.413299764	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
702	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Coraciiformes"	"Bucerotidae"	"Aceros plicatus"	1	"Extant"	1706.5	3.232106293	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
703	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Cuculiformes"	"Cuculidae"	"Eudynamys scolopaceus"	118	"Extant"	196.8	2.294025094	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
704	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Galliformes"	"Megapodiidae"	"Megapodius eremita"	198	"Extant"	677.5	2.8309093	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
705	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Gruiformes"	"Rallidae"	"Gallirallus philippensis"	140	"Extant"	207.5	2.317018101	0	1	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
706	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Gruiformes"	"Rallidae"	"Gallirallus immaculatus"	138	"Extant"	362.7916667	NA	1	0	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
707	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis metallica"	18	"Extant"	56.5	1.752048448	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
708	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis cantoroides"	12	"Extant"	55.75	1.746244872	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
709	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis brunneicapillus"	11	"Extant"	66.7	1.824125834	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
710	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis grandis"	16	"Extant"	134	2.127104798	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
711	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Dicaeidae"	"Dicaeum aeneum"	88	"Extant"	9.25	0.966141733	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
712	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Sturnidae"	"Mino dumontii"	214	"Extant"	203.5	2.308564414	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
713	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Pachycephalidae"	"Pachycephala pectoralis"	244	"Extant"	31.34166667	1.496122087	0	1	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
714	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Turdidae"	"Zoothera heinei"	358	"Extant"	82.8	1.918030337	0	1	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
715	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops metcalfii"	375	"Extant"	14	1.146128036	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
716	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Psittaciformes"	"Psittacidae"	"Cacatua ducorpsii"	24	"Extant"	394	2.595496222	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
717	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Psittaciformes"	"Psittacidae"	"Chalcopsitta cardinalis"	39	"Extant"	183	2.26245109	0	1	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
718	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Psittaciformes"	"Psittacidae"	"Charmosyna margarethae"	41	"Extant"	49.75	1.696793085	0	1	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
719	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Psittaciformes"	"Psittacidae"	"Eclectus roratus"	111	"Extant"	486.5	2.687082845	0	1	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
720	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Psittaciformes"	"Psittacidae"	"Geoffroyus heteroclitus"	157	"Extant"	170	2.230448921	0	1	3	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
721	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Aves"	"Psittaciformes"	"Psittacidae"	"Trichoglossus haematodus"	337	"Extant"	115.0333333	2.060823704	0	1	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
722	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Reptilia"	"Squamata"	"Gekkonidae"	"Gehyra oceanica"	153	"Extant"	7.9	0.897627091	0	0	1	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
723	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Reptilia"	"Squamata"	"Scincidae"	"Lamprolepis smaragdina"	177	"Extant"	41.02	NA	0	0	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
724	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Reptilia"	"Squamata"	"Agamidae"	"Hypsilurus godeffroyi"	166	"Extant"	154.72	NA	0	0	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
725	50	"Pacific"	"SolomonIslands"	"Choiseul"	"Reptilia"	"Squamata"	"Scincidae"	"Corucia zebrata"	70	"Extant"	1013.7	3.005909446	0	0	2	156.926182	-7.021703	3133.59	1538.34	0.346	867	0
726	51	"Pacific"	"SolomonIslands"	"Makira"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Dobsonia inermis"	93	"Extant"	149.5	2.174641193	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
727	51	"Pacific"	"SolomonIslands"	"Makira"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Macroglossus minimus"	192	"Extant"	16.36766667	1.213986772	0	1	2	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
728	51	"Pacific"	"SolomonIslands"	"Makira"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Melonycteris fardoulisi"	205	"Extant"	48.125	1.682370743	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
729	51	"Pacific"	"SolomonIslands"	"Makira"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene malaitensis"	239	"Extant"	75.388	1.877302222	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
730	51	"Pacific"	"SolomonIslands"	"Makira"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus cognatus"	285	"Extant"	424.334619	2.627708465	1	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
731	51	"Pacific"	"SolomonIslands"	"Makira"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus amplexicaudatus"	321	"Extant"	82.4655	1.916272297	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
732	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Chalcophaps stephani"	38	"Extant"	129.5	2.112269768	0	1	2	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
733	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Columba vitiensis"	65	"Extant"	353	2.547774705	0	1	2	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
734	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Columba pallidiceps"	62	"Extant"	459	2.661812686	0	1	2	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
735	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula rubricera"	107	"Extant"	652	2.814247596	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
736	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula pistrinaria"	106	"Extant"	515	2.711807229	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
737	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula brenchleyi"	99	"Extant"	380	2.579783597	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
738	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba jobiensis"	131	"Extant"	135	2.130333768	0	1	1	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
739	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba salamonis"	135	"Extinct"	146.49	2.165807979	1	1	1	161.81301	-10.553912	3084.56	1761.26	0.242	906	1
740	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba beccarii"	128	"Extant"	80.1	1.903632516	0	1	1	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
741	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia mackinlayi"	194	"Extant"	86	1.934498451	0	1	2	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
742	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus superbus"	311	"Extant"	118	2.071882007	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
743	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus solomonensis"	310	"Extant"	109.7	2.040206628	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
744	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus viridis"	314	"Extant"	121	2.08278537	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
745	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Columbiformes"	"Columbidae"	"Reinwardtoena crassirostris"	319	"Extant"	259	2.413299764	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
746	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Cuculiformes"	"Cuculidae"	"Eudynamys scolopaceus"	118	"Extant"	196.8	2.294025094	0	1	3	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
747	51	"Pacific"	"SolomonIslands"	"Makira"	"Aves"	"Galliformes"	"Megapodiidae"	"Megapodius eremita"	198	"Extant"	677.5	2.8309093	0	1	2	161.81301	-10.553912	3084.56	1761.26	0.242	906	0
