"Occurrence_ID"	"Island_ID"	"OceanRegion"	"Archipelagoname"	"IslandName"	"Class"	"Order"	"Family"	"Species_name"	"Species_ID"	"Status"	"Body_mass"	"Log_mass"	"Surrogate_used_mass"	"Flying"	"Diet"	"Long"	"Lat"	"Area"	"Dist"	"SLMP"	"Elev"	"status.binary"
1	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Charadriiformes"	"Laridae"	"Larus michahellis"	181	"Extant"	867	2.938019097	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
2	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Columbiformes"	"Columbidae"	"Columba bollii"	59	"Extant"	349.9673913	2.54402758	1	1	3	-17.232609	28.117411	372.21	347.18	0.757	1376	0
3	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Columbiformes"	"Columbidae"	"Columba junoniae"	61	"Extant"	349.9673913	2.54402758	1	1	3	-17.232609	28.117411	372.21	347.18	0.757	1376	0
4	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus corax"	72	"Extant"	941	2.973589623	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
5	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia atricapilla"	325	"Extant"	16.7	1.222716471	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
6	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
7	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia melanocephala"	327	"Extant"	11.7	1.068185862	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
8	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Passeriformes"	"Turdidae"	"Erithacus rubecula"	114	"Extant"	17.7	1.247973266	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
9	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Passeriformes"	"Turdidae"	"Turdus merula"	340	"Extant"	89.05	1.949633924	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
10	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Passeriformes"	"Paridae"	"Parus teneriffae"	248	"Extant"	10	1	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
11	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Aves"	"Passeriformes"	"Fringillidae"	"Fringilla coelebs"	126	"Extant"	23.96666667	1.379607636	0	1	1	-17.232609	28.117411	372.21	347.18	0.757	1376	0
12	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Reptilia"	"Squamata"	"Scincidae"	"Chalcides viridanus"	36	"Extant"	17.93	NA	0	0	2	-17.232609	28.117411	372.21	347.18	0.757	1376	0
13	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Reptilia"	"Squamata"	"Lacertidae"	"Gallotia gomerana"	151	"Extant"	110.85	NA	0	0	2	-17.232609	28.117411	372.21	347.18	0.757	1376	0
14	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Reptilia"	"Squamata"	"Lacertidae"	"Gallotia caesaris"	148	"Extant"	27.69	1.442322956	0	0	2	-17.232609	28.117411	372.21	347.18	0.757	1376	0
15	1	"Atlantic"	"Canaryislands"	"LaGomera"	"Reptilia"	"Squamata"	"Lacertidae"	"Gallotia simonyi"	152	"Extinct"	295.1	2.469969209	0	0	2	-17.232609	28.117411	372.21	347.18	0.757	1376	1
16	2	"Atlantic"	"Canaryislands"	"Lanzarote"	"Aves"	"Charadriiformes"	"Laridae"	"Larus michahellis"	181	"Extant"	867	2.938019097	0	1	1	-13.641825	29.024478	818.57	138.1	0.875	623	0
17	2	"Atlantic"	"Canaryislands"	"Lanzarote"	"Aves"	"Gruiformes"	"Utidae"	"Chlamydotis undulata"	55	"Extant"	1555	3.191730393	0	1	1	-13.641825	29.024478	818.57	138.1	0.875	623	0
18	2	"Atlantic"	"Canaryislands"	"Lanzarote"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-13.641825	29.024478	818.57	138.1	0.875	623	0
19	2	"Atlantic"	"Canaryislands"	"Lanzarote"	"Aves"	"Passeriformes"	"Paridae"	"Parus teneriffae"	248	"Extant"	10	1	0	1	1	-13.641825	29.024478	818.57	138.1	0.875	623	0
20	2	"Atlantic"	"Canaryislands"	"Lanzarote"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus corax"	72	"Extant"	941	2.973589623	0	1	1	-13.641825	29.024478	818.57	138.1	0.875	623	0
21	2	"Atlantic"	"Canaryislands"	"Lanzarote"	"Reptilia"	"Squamata"	"Lacertidae"	"Gallotia atlantica"	147	"Extant"	12.8	1.10720997	0	0	2	-13.641825	29.024478	818.57	138.1	0.875	623	0
22	2	"Atlantic"	"Canaryislands"	"Lanzarote"	"Reptilia"	"Squamata"	"Scincidae"	"Chalcides viridanus"	36	"Extant"	17.93	NA	0	0	2	-13.641825	29.024478	818.57	138.1	0.875	623	0
23	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Charadriiformes"	"Laridae"	"Larus michahellis"	181	"Extant"	867	2.938019097	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
24	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Columbiformes"	"Columbidae"	"Columba bollii"	59	"Extant"	349.9673913	2.54402758	1	1	3	-17.858329	28.68988	716.46	434.36	0.655	2357	0
25	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Columbiformes"	"Columbidae"	"Columba junoniae"	61	"Extant"	349.9673913	2.54402758	1	1	3	-17.858329	28.68988	716.46	434.36	0.655	2357	0
26	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus corax"	72	"Extant"	941	2.973589623	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
27	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Corvidae"	"Pyrrhocorax pyrrhocorax"	316	"Extant"	277.75	2.443654068	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
28	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia atricapilla"	325	"Extant"	16.7	1.222716471	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
29	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
30	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia melanocephala"	327	"Extant"	11.7	1.068185862	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
31	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Turdidae"	"Erithacus rubecula"	114	"Extant"	17.7	1.247973266	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
32	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Turdidae"	"Turdus merula"	340	"Extant"	89.05	1.949633924	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
33	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Paridae"	"Parus teneriffae"	248	"Extant"	10	1	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
34	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Aves"	"Passeriformes"	"Fringillidae"	"Fringilla coelebs"	126	"Extant"	23.96666667	1.379607636	0	1	1	-17.858329	28.68988	716.46	434.36	0.655	2357	0
35	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Reptilia"	"Squamata"	"Lacertidae"	"Gallotia goliath"	150	"Extinct"	3199	3.50501424	0	0	2	-17.858329	28.68988	716.46	434.36	0.655	2357	1
36	3	"Atlantic"	"Canaryislands"	"LaPalma"	"Reptilia"	"Squamata"	"Lacertidae"	"Gallotia galloti"	149	"Extant"	38.5	1.58546073	0	0	2	-17.858329	28.68988	716.46	434.36	0.655	2357	0
37	4	"Atlantic"	"CapeVerde"	"BoaVista"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus ruficollis"	76	"Extant"	559	2.747411808	0	1	1	-22.813981	16.098296	628.74	586.53	0.507	267	0
38	4	"Atlantic"	"CapeVerde"	"BoaVista"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia atricapilla"	325	"Extant"	16.7	1.222716471	0	1	1	-22.813981	16.098296	628.74	586.53	0.507	267	0
39	4	"Atlantic"	"CapeVerde"	"BoaVista"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-22.813981	16.098296	628.74	586.53	0.507	267	0
40	5	"Atlantic"	"CapeVerde"	"Santiago1"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus ruficollis"	76	"Extant"	559	2.747411808	0	1	1	-23.624804	15.083736	1009.57	656.74	0.467	1086	0
41	5	"Atlantic"	"CapeVerde"	"Santiago1"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia atricapilla"	325	"Extant"	16.7	1.222716471	0	1	1	-23.624804	15.083736	1009.57	656.74	0.467	1086	0
42	5	"Atlantic"	"CapeVerde"	"Santiago1"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-23.624804	15.083736	1009.57	656.74	0.467	1086	0
43	6	"Atlantic"	"CapeVerde"	"SantoAntao"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus ruficollis"	76	"Extant"	559	2.747411808	0	1	1	-25.170055	17.056544	791.8	857.07	0.42	1934	0
44	6	"Atlantic"	"CapeVerde"	"SantoAntao"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia atricapilla"	325	"Extant"	16.7	1.222716471	0	1	1	-25.170055	17.056544	791.8	857.07	0.42	1934	0
45	6	"Atlantic"	"CapeVerde"	"SantoAntao"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-25.170055	17.056544	791.8	857.07	0.42	1934	0
46	7	"Atlantic"	"CapeVerde"	"SaoNicolao"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus ruficollis"	76	"Extant"	559	2.747411808	0	1	1	-24.256203	16.598519	349.64	749.6	0.464	1062	0
47	7	"Atlantic"	"CapeVerde"	"SaoNicolao"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia atricapilla"	325	"Extant"	16.7	1.222716471	0	1	1	-24.256203	16.598519	349.64	749.6	0.464	1062	0
48	7	"Atlantic"	"CapeVerde"	"SaoNicolao"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-24.256203	16.598519	349.64	749.6	0.464	1062	0
49	8	"Atlantic"	"Madeira"	"Madeira"	"Aves"	"Charadriiformes"	"Laridae"	"Larus cachinnans"	180	"Extant"	1117.25	3.048150363	0	1	1	-16.99913	32.746337	740.94	660.04	0.577	1755	0
50	8	"Atlantic"	"Madeira"	"Madeira"	"Aves"	"Columbiformes"	"Columbidae"	"Columba trocaz"	64	"Extant"	442.5	2.645913275	0	1	3	-16.99913	32.746337	740.94	660.04	0.577	1755	0
51	8	"Atlantic"	"Madeira"	"Madeira"	"Aves"	"Passeriformes"	"Fringillidae"	"Fringilla coelebs"	126	"Extant"	23.96666667	1.379607636	0	1	1	-16.99913	32.746337	740.94	660.04	0.577	1755	0
52	8	"Atlantic"	"Madeira"	"Madeira"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia atricapilla"	325	"Extant"	16.7	1.222716471	0	1	1	-16.99913	32.746337	740.94	660.04	0.577	1755	0
53	8	"Atlantic"	"Madeira"	"Madeira"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-16.99913	32.746337	740.94	660.04	0.577	1755	0
54	8	"Atlantic"	"Madeira"	"Madeira"	"Aves"	"Passeriformes"	"Turdidae"	"Erithacus rubecula"	114	"Extant"	17.7	1.247973266	0	1	1	-16.99913	32.746337	740.94	660.04	0.577	1755	0
55	8	"Atlantic"	"Madeira"	"Madeira"	"Aves"	"Passeriformes"	"Turdidae"	"Turdus merula"	340	"Extant"	89.05	1.949633924	0	1	1	-16.99913	32.746337	740.94	660.04	0.577	1755	0
56	8	"Atlantic"	"Madeira"	"Madeira"	"Reptilia"	"Squamata"	"Lacertidae"	"Teira dugesii"	330	"Extant"	9	0.954242509	0	0	2	-16.99913	32.746337	740.94	660.04	0.577	1755	0
57	8	"Atlantic"	"Madeira"	"Madeira"	"Reptilia"	"Squamata"	"Gekkonidae"	"Tarentola mauritanica"	329	"Extant"	7.3	0.86332286	0	0	1	-16.99913	32.746337	740.94	660.04	0.577	1755	0
58	8	"Atlantic"	"Madeira"	"Madeira"	"Reptilia"	"Squamata"	"Scincidae"	"Chalcides viridanus"	36	"Extant"	17.93	NA	0	0	2	-16.99913	32.746337	740.94	660.04	0.577	1755	0
59	9	"Atlantic"	"Madeira"	"PortoSanto"	"Aves"	"Charadriiformes"	"Laridae"	"Larus michahellis"	181	"Extant"	867	2.938019097	0	1	1	-16.342174	33.06918	40.33	640.12	0.614	323	0
60	9	"Atlantic"	"Madeira"	"PortoSanto"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia atricapilla"	325	"Extant"	16.7	1.222716471	0	1	1	-16.342174	33.06918	40.33	640.12	0.614	323	0
61	9	"Atlantic"	"Madeira"	"PortoSanto"	"Aves"	"Passeriformes"	"Sylviidae"	"Sylvia conspicillata"	326	"Extant"	9	0.954242509	0	1	1	-16.342174	33.06918	40.33	640.12	0.614	323	0
62	9	"Atlantic"	"Madeira"	"PortoSanto"	"Aves"	"Passeriformes"	"Turdidae"	"Erithacus rubecula"	114	"Extant"	17.7	1.247973266	0	1	1	-16.342174	33.06918	40.33	640.12	0.614	323	0
63	9	"Atlantic"	"Madeira"	"PortoSanto"	"Reptilia"	"Squamata"	"Lacertidae"	"Teira dugesii"	330	"Extant"	9	0.954242509	0	0	2	-16.342174	33.06918	40.33	640.12	0.614	323	0
64	10	"Atlantic"	"FernandodeNoronha"	"FernandodeNoronha"	"Aves"	"Columbiformes"	"Columbidae"	"Zenaida auriculata"	354	"Extant"	112.65	2.051731196	0	1	1	-32.425866	-3.856477	21.1	362.25	0.491	112	0
65	10	"Atlantic"	"FernandodeNoronha"	"FernandodeNoronha"	"Aves"	"Passeriformes"	"Tyrranidae"	"Elaenia ridleyana"	113	"Extant"	33	1.51851394	0	1	1	-32.425866	-3.856477	21.1	362.25	0.491	112	0
66	10	"Atlantic"	"FernandodeNoronha"	"FernandodeNoronha"	"Aves"	"Passeriformes"	"Vireonidae"	"Vireo gracilirostris"	352	"Extant"	16.5	1.217483944	0	1	1	-32.425866	-3.856477	21.1	362.25	0.491	112	0
67	10	"Atlantic"	"FernandodeNoronha"	"FernandodeNoronha"	"Reptilia"	"Squamata"	"Scincidae"	"Trachylepis atlantica"	334	"Extant"	14.5	1.161368002	0	0	1	-32.425866	-3.856477	21.1	362.25	0.491	112	0
68	11	"Indian"	"Comoros"	"Anjouan"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus livingstonii"	287	"Extant"	734.27	2.865855785	0	1	3	44.436436	-12.222163	432.08	417.78	0.706	1261	0
69	11	"Indian"	"Comoros"	"Anjouan"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus seychellensis"	297	"Extant"	457	2.6599162	0	1	3	44.436436	-12.222163	432.08	417.78	0.706	1261	0
70	11	"Indian"	"Comoros"	"Anjouan"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus obliviosus"	322	"Extant"	44.1	1.644438589	0	1	3	44.436436	-12.222163	432.08	417.78	0.706	1261	0
71	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Columbiformes"	"Columbidae"	"Columba arquatrix"	58	"Extant"	400	2.602059991	0	1	3	44.436436	-12.222163	432.08	417.78	0.706	1261	0
72	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Columbiformes"	"Columbidae"	"Turtur tympanistria"	342	"Extant"	70.65	1.849112166	0	1	1	44.436436	-12.222163	432.08	417.78	0.706	1261	0
73	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Columbiformes"	"Columbidae"	"Treron australis"	335	"Extant"	229	2.359835482	0	1	3	44.436436	-12.222163	432.08	417.78	0.706	1261	0
74	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas sganzini"	7	"Extant"	158.5	2.200029267	0	1	3	44.436436	-12.222163	432.08	417.78	0.706	1261	0
75	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes madagascariensis"	168	"Extant"	46.025	1.662993797	0	1	3	44.436436	-12.222163	432.08	417.78	0.706	1261	0
76	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Passeriformes"	"Turdidae"	"Turdus bewsheri"	339	"Extant"	63.3	1.80140371	0	1	1	44.436436	-12.222163	432.08	417.78	0.706	1261	0
77	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus albus"	71	"Extant"	524	2.719331287	0	1	1	44.436436	-12.222163	432.08	417.78	0.706	1261	0
78	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops maderaspatanus anjouanensis"	361	"Extant"	8.975	0.953034457	0	1	1	44.436436	-12.222163	432.08	417.78	0.706	1261	0
79	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia eminentissima"	121	"Extant"	24.55	1.390051496	0	1	1	44.436436	-12.222163	432.08	417.78	0.706	1261	0
80	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Psittaciformes"	"Psittacidae"	"Coracopsis vasa"	69	"Extant"	525	2.720159303	0	1	2	44.436436	-12.222163	432.08	417.78	0.706	1261	0
81	11	"Indian"	"Comoros"	"Anjouan"	"Aves"	"Psittaciformes"	"Psittacidae"	"Coracopsis nigra"	68	"Extant"	193.5	2.286680969	0	1	3	44.436436	-12.222163	432.08	417.78	0.706	1261	0
82	11	"Indian"	"Comoros"	"Anjouan"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma v-nigra"	265	"Extant"	2.59	NA	0	0	1	44.436436	-12.222163	432.08	417.78	0.706	1261	0
83	11	"Indian"	"Comoros"	"Anjouan"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma laticauda"	260	"Extant"	5.07	NA	0	0	1	44.436436	-12.222163	432.08	417.78	0.706	1261	0
84	11	"Indian"	"Comoros"	"Anjouan"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma dubia"	254	"Extant"	8.05	NA	0	0	1	44.436436	-12.222163	432.08	417.78	0.706	1261	0
85	12	"Indian"	"Comoros"	"GrandeComore"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus seychellensis"	297	"Extant"	457	2.6599162	0	1	3	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
86	12	"Indian"	"Comoros"	"GrandeComore"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus obliviosus"	322	"Extant"	44.1	1.644438589	0	1	3	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
87	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Columbiformes"	"Columbidae"	"Columba arquatrix"	58	"Extant"	400	2.602059991	0	1	3	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
88	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Columbiformes"	"Columbidae"	"Turtur tympanistria"	342	"Extant"	70.65	1.849112166	0	1	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
89	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Columbiformes"	"Columbidae"	"Treron australis"	335	"Extant"	229	2.359835482	0	1	3	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
90	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas sganzini"	7	"Extant"	158.5	2.200029267	0	1	3	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
91	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes madagascariensis"	168	"Extant"	46.025	1.662993797	0	1	3	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
92	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes parvirostris"	170	"Extant"	59.5	1.774516966	0	1	3	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
93	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Passeriformes"	"Turdidae"	"Turdus bewsheri"	339	"Extant"	63.3	1.80140371	0	1	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
94	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus albus"	71	"Extant"	524	2.719331287	0	1	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
95	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops mouroniensis"	377	"Extant"	9.9	0.995635195	0	1	2	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
96	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops maderaspatanus kirki"	370	"Extant"	8.3	0.919078092	0	1	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
97	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia eminentissima"	121	"Extant"	24.55	1.390051496	0	1	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
98	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Psittaciformes"	"Psittacidae"	"Coracopsis vasa"	69	"Extant"	525	2.720159303	0	1	2	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
99	12	"Indian"	"Comoros"	"GrandeComore"	"Aves"	"Psittaciformes"	"Psittacidae"	"Coracopsis nigra"	68	"Extant"	193.5	2.286680969	0	1	3	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
100	12	"Indian"	"Comoros"	"GrandeComore"	"Reptilia"	"Squamata"	"Opluridae"	"Oplurus cuvieri"	242	"Extant"	117.7	2.070776463	0	0	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
101	12	"Indian"	"Comoros"	"GrandeComore"	"Reptilia"	"Squamata"	"Scincidae"	"Mabuya comorensis"	190	"Extant"	46.71	NA	1	0	2	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
102	12	"Indian"	"Comoros"	"GrandeComore"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma comorensis"	253	"Extant"	3.3	NA	0	0	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
103	12	"Indian"	"Comoros"	"GrandeComore"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma v-nigra"	265	"Extant"	2.59	NA	0	0	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
104	12	"Indian"	"Comoros"	"GrandeComore"	"Reptilia"	"Squamata"	"Gekkonidae"	"Phelsuma dubia"	254	"Extant"	8.05	NA	0	0	1	43.354209	-11.662581	1021.61	307.45	0.736	2322	0
105	13	"Indian"	"Comoros"	"Mayotte"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus seychellensis"	297	"Extant"	457	2.6599162	0	1	3	45.143921	-12.823991	371.42	490.16	0.669	473	0
106	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Columbiformes"	"Columbidae"	"Columba arquatrix"	58	"Extant"	400	2.602059991	0	1	3	45.143921	-12.823991	371.42	490.16	0.669	473	0
107	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Columbiformes"	"Columbidae"	"Turtur tympanistria"	342	"Extant"	70.65	1.849112166	0	1	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
108	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Columbiformes"	"Columbidae"	"Treron australis"	335	"Extant"	229	2.359835482	0	1	3	45.143921	-12.823991	371.42	490.16	0.669	473	0
109	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas sganzini"	7	"Extant"	158.5	2.200029267	0	1	3	45.143921	-12.823991	371.42	490.16	0.669	473	0
110	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Columbiformes"	"Columbidae"	"Alectroenas sganzini"	7	"Extant"	158.5	2.200029267	0	1	3	45.143921	-12.823991	371.42	490.16	0.669	473	0
111	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Columbiformes"	"Columbidae"	"Columba pollenii"	63	"Extant"	349.9673913	2.54402758	1	1	3	45.143921	-12.823991	371.42	490.16	0.669	473	0
112	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes madagascariensis"	168	"Extant"	46.025	1.662993797	0	1	3	45.143921	-12.823991	371.42	490.16	0.669	473	0
113	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Passeriformes"	"Vangidae"	"Cyanolanius madagascarinus"	80	"Extant"	22.3	1.348304863	0	1	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
114	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus albus"	71	"Extant"	524	2.719331287	0	1	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
115	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops mayottensis"	374	"Extant"	9.9	0.995635195	0	1	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
116	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia eminentissima"	121	"Extant"	24.55	1.390051496	0	1	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
117	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Passeriformes"	"Ploceidae"	"Foudia eminentissima"	121	"Extant"	24.55	1.390051496	0	1	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
118	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Passeriformes"	"Pycnonotidae"	"Hypsipetes madagascariensis"	168	"Extant"	46.025	1.662993797	0	1	3	45.143921	-12.823991	371.42	490.16	0.669	473	0
119	13	"Indian"	"Comoros"	"Mayotte"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops mayottensis"	374	"Extant"	9.9	0.995635195	0	1	1	45.143921	-12.823991	371.42	490.16	0.669	473	0
120	13	"Indian"	"Comoros"	"Mayotte"	"Reptilia"	"Squamata"	"Scincidae"	"Mabuya comorensis"	190	"Extant"	46.71	NA	1	0	2	45.143921	-12.823991	371.42	490.16	0.669	473	0
