Site name,Beech Boy Site (Year),Beech Boy Code,Beech Boy Survey,Site code,Country Code,Country,Site area (ha),Area of study (ha),Dead wood sampling method,Latidute N (new),Longitude E (new),Altitude (m),Altitude average (m),Altitude (STRM),Annual precipitation (diff. sources) (mm),Precipitation of Warmest Quarter (bio18),Precipitation in vegetation period,Annual precipitation (Bio12) (mm),Annual evaporation (mm),Water balance (prec - evap),Snow cover (MODIS MYD10v5),Mean temperature of the warmst month,Max temp. of warmest month (Bio5),Mean temperature of the coldest month,Min temp. of coldest month (Bio6),Temp. Annual range (Bio7),Mean annual temperature,Mean temperature in vegetation period,Mean Temperature of Warmest Quarter (Bio10),Annual Mean Temp. (Bio1),"Soil type (FAO85-LEV1, EU soil atlas)",Ellenberg quotient (Q),Lang Quotient (Based on WorldClim),CORINE 2006,Main tree species (only tree species with more than 10 m3 living volume),Forest type BEAR,Beech proportion,Deciduous proportion (minus beech),Conifer proportion,Eunis (only dominating forest type),Forest type (Natura 2000) EU-habitat Directive,Natural Disturbance - Wind,Natural Disturbance - Snow,Natural Disturbance - Waterlogging,Natural Disturbance - Drought,Natural Disturbance - Insects,Natural Disturbance - Fungi,Reserve established (year),Reserve age,Reserve classification,Virgin forest,Former coppice,Former high forest,Former wood pasture,Living tree volume (m3 ha-1) TOTAL, Living tree volume (m3 ha-1) Fagus,Living tree volume (m3 ha-1) Quercus,Living tree volume (m3 ha-1) Fraxinus,Living tree volume (m3 ha-1) Acer,Living tree volume (m3 ha-1) Other decideuous, Living tree volume (m3 ha-1) Abies,Living tree volume (m3 ha-1) Picea,Living tree volume (m3 ha-1) Other coniferous,Living tree volume (m3 ha-1) Minimum dbh recorded (cm),Living tree volume (m3 ha-1) Year recorded,Snag & standing dead trees  volume (m3 ha-1) TOTAL,Snag & standing dead trees  volume (m3 ha-1) Fagus,Snag & standing dead trees  volume (m3 ha-1) Quercus,Snag & standing dead trees  volume (m3 ha-1) Fraxinus,Snag & standing dead trees  volume (m3 ha-1) Acer,Snag & standing dead trees  volume (m3 ha-1) Other decideuous,Snag & standing dead trees  volume (m3 ha-1) Abies,Snag & standing dead trees  volume (m3 ha-1) Picea,Snag & standing dead trees  volume (m3 ha-1) Other coniferous,Snag & standing dead trees  volume (m3 ha-1) Minimum dbh recorded (cm),Snag & standing dead trees  volume (m3 ha-1) Year recorded,Fallen log volume (m3 ha-1) TOTAL,Fallen log volume (m3 ha-1) Fagus,Fallen log volume (m3 ha-1) Quercus,Fallen log volume (m3 ha-1) Fraxinus, Fallen log volume (m3 ha-1) Acer,Fallen log volume (m3 ha-1) Other decideuous,Fallen log volume (m3 ha-1) Abies,Fallen log volume (m3 ha-1) Picea,Fallen log volume (m3 ha-1) Other coniferous,Fallen log volume (m3 ha-1) Minimum dbh recorded (cm),Fallen log volume (m3 ha-1) Year recorded,Total dead volume (m3 ha-1) TOTAL,Total dead volume (m3 ha-1) Fagus,Total dead volume (m3 ha-1) Quercus,Total dead volume (m3 ha-1) Fraxinus,Total dead volume (m3 ha-1)  Acer,Total dead volume (m3 ha-1) Other decideuous,Total dead volume (m3 ha-1) Abies,Total dead volume (m3 ha-1) Picea,Total dead volume (m3 ha-1) Other coniferous,Dead/living volume (%),Snag/log ratio (%),No. of sampled trees,Decay stages of CWD4,Beech Boys average dbh,Beech Boys average DC,Beech Boys average moss cover,Beech Boys average bark cover,Beech Boys average soil contact,Beech Boys number of logs,Beech Boys number of species,Beech Boys Chao2 estimated species richness (based on n=20),Beech Boys number of fungi per log,Vegetation (Nerea),UTMY,UTMX,UTMzone,Connectivity 1 km,Connectivity 10 km,Connectivity 100 km,Beech Boys Region
Plesnu,2015,PLE,2015,RO_Plesnu,RO,Romania,,42.0,,45.62868952,22.34619091,780-907,850,907,,,,806,371,435,15.6,,22.8,,-6.0,28.8,,,,7.7,B,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,4.6,1.93,
Retezat Scientific Reserve,2015,RET,2015,RO_Retezat,RO,Romania,,,,45.38604736,22.77856389,880-1200,1100,1125,,302,,884,303,581,19.1,,20.6,,-6.8,27.4,,,16.7,6.2,P,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,5.57,2.04,
Slatioara FR (Suceava),,,,,RO,Romania,,,,,,,,850,,,,748,354,394,26.0,,20,,-9.8,30.7,,,,5.1,B,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bettlachstock,,,,CH_Bett,CH,Schweiz,1.3,1.3,LT,,,1150,1150,,1079,,,1445,627,818,16.2,15.7,17.3,-3.2,-5.8,23.1,6.3,,,4.3,E,14.6,336,49,Fa,F5a,.,.,.,.,.,,,,,,,1984,30,0,,,H,,409,.,.,.,.,.,.,.,.,5,1999,29,.,.,.,.,.,.,.,.,5,1999,25,.,.,.,.,.,.,.,.,5,1999,53,.,.,.,.,.,.,.,.,0.13,0.54,,,,,,,,,,,,,,,,,,,
Josenwald,,,,,CH,Schweiz,85.0,2.0,PP/SP,47.13860267,9.162202313,560-820,,,1783,,,1189,139,1050,17.2,,22.1,,-3.7,25.8,7.4,,,8.2,D,,145,49,,,,,,,,,,,,,,1976,38,,,,,,522,,,,,,,,,,2007-09,29,,,,,,,,,,2007-09,101,,,,,,,,,,2007-09,129,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
Neunkirch,,,,CH_Neun,CH,Schweiz,2.0,2.0,LT,,,580,580,,1079,,,1068,370,698,9.6,17.6,22.2,-1.1,-3.7,25.9,8.3,,,8.2,B,16.3,130,25,Fa,F5a,.,.,.,.,.,W,,,,,,1950,64,1,,C,,,470,.,.,.,.,.,.,.,.,5,1999,7,.,.,.,.,.,.,.,.,5,1999,53,.,.,.,.,.,.,.,.,5,1999,60,.,.,.,.,.,.,.,.,0.13,0.11,,,,,,,,,,,,,,,,,,,
Badin,2011,BAD,2011_09,SK_Badin,SK,Slovakia,30.7,2.0,,48.68719673,19.0531338,710-770,740,771,875,,,899,422,477,17.9,16.2,21.4,-5.8,-8.6,30.0,6.0,,,5.9,B,18.5,152,23,"Fa, Ab, Ac, Pi",F5b,0.81,0.06,0.13,G1.63,9130,,,,,,,1913,101,1,V,,,,745,,,,,,,,,,??,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,, 6.96    , 5.78    , 1.80    ,
Badin,2011,,,SK_Badin,SK,Slovakia,,,PP,48.68719673,19.0531338,710-770,,,,,,899,422,477,17.9,16.2,21.4,-5.8,-8.6,30.0,6.0,,,5.9,B,18.5,152,23,,,,,,,,,,,,,,,2014,,,,,,627,510,0,0,38,0,79,0,0,7,1997,50,12,0,0,9,0,28,0,0,0,1997,273,.,.,.,.,.,.,.,.,0,1997,286,12,0,0,9,0,28,0,0,0.46,0.18,,,,,,,,,,,,,,,, 6.96    , 5.78    , 1.80    ,
Badin,2011,,,,SK,Slovakia,,,,48.68719673,19.0531338,710-770,,,,,,899,422,477,17.9,16.2,21.4,-5.8,-8.6,30.0,6.0,,,5.9,B,18.5,152,23,,,,,,,,,,,,,,,2014,,,,,,681,,,,,,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,, 6.96    , 5.78    , 1.80    ,
Badin,2011,,,,SK,Slovakia,30.7,,,48.68719673,19.0531338,710-770,,,,,,899,422,477,17.9,16.2,21.4,-5.8,-8.6,30.0,6.0,,,5.9,B,18.5,152,23,"Fa, Ab",,,,,,,,,,,,,,2014,,,,,,745,,,,,,,,,?,,34,,,,,,,,,all,1957,172,,,,,,,,,all,,173,,,,,,,,,,0.23,,,,,,,,,,,,,,,, 6.96    , 5.78    , 1.80    ,
Badin,2011,,,,SK,Slovakia,30.7,,,48.68719673,19.0531338,710-770,,,,,,899,422,477,17.9,16.2,21.4,-5.8,-8.6,30.0,6.0,,,5.9,B,18.5,152,23,"Fa, Ab, Ac",,,,,,,,,,,,,,2014,,,,,,753,,,,,,,,,?,,124,,,,,,,,,all,1977,150,,,,,,,,,all,,156,,,,,,,,,,0.21,,,,,,,,,,,,,,,, 6.96    , 5.78    , 1.80    ,
Badin,2011,,,,SK,Slovakia,30.7,,,48.68719673,19.0531338,710-770,,,,,,899,422,477,17.9,16.2,21.4,-5.8,-8.6,30.0,6.0,,,5.9,B,18.5,152,23,"Fa, Ab, Ac",,,,,,,,,,,,,,2014,,,,,,663,,,,,,,,,?,,96,,,,,,,,,all,1987,280,,,,,,,,,all,,288,,,,,,,,,,0.43,,,,,,,,,,,,,,,, 6.96    , 5.78    , 1.80    ,
Badin,2011,,,,SK,Slovakia,30.7,,,48.68719673,19.0531338,710-770,,,,,,899,422,477,17.9,16.2,21.4,-5.8,-8.6,30.0,6.0,,,5.9,B,18.5,152,23,"Fa, Ab, Ac",,,,,,,,,,,,,,2014,,,,,,627,,,,,,,,,?,,50,,,,,,,,,all,1997,273,,,,,,,,,all,,286,,,,,,,,,,0.46,,,,,,,,,,,,,,,, 6.96    , 5.78    , 1.80    ,
Badin ,2011,,,,SK,Slovakia,30.7,,,48.68719673,19.0531338,710-770,,,,,,899,422,477,17.9,16.2,21.4,-5.8,-8.6,30.0,6.0,,,5.9,B,18.5,152,23,"Fa, Ab, Ac",,,,,,,,,,,,,,2014,,,,,,770,,,,,,,,,?,,138,,,,,,,,,all,1970,145,,,,,,,,,all,,162,,,,,,,,,,0.21,,,,,,,,,,,,,,,, 6.96    , 5.78    , 1.80    ,
Dobroc,2011,DOB,2011_09,SK_Dobro,SK,Slovakia,101.8,1.5,PP,48.68143033,19.67545557,700-1000,850,910,931,,,934,362,572,23.8,15.7,19.7,-5.7,-9.4,29.1,5.4,,,4.9,B,16.9,191,23,"Pi, Fa, Ab",F5b,0.31,0.01,0.68,G1.63,9130,W,,,,,,1913,101,1,V,,,,741,229,0,0,0,11,211,291,0,7,1998,79,8,0,0,0,0,53,18,0,0,1998,227,.,.,.,.,.,.,.,.,0,1998,306,8,0,0,0,0,53,18,0,0.41,0.26,,,76.8,2.8,0.39,0.64,0.61,19,61,,9.6,Conifers,5392737,402100,34U, 6.96    , 5.66    , 1.82    ,R5
Dobroc,2011,,,,SK,Slovakia,,,,48.68143033,19.67545557,700-1000,,,,,,934,362,572,23.8,15.7,19.7,-5.7,-9.4,29.1,5.4,,,4.9,B,16.9,191,23,"Ab, Pi, Fa",,,,,,,,,,,,,,2014,,,,,,686.5,170.9,0,0,0,24.3,272.4,218.9,,7 cm,2009,64.82,0.52,0,0,0,1.12,28.35,34.83,,all,2009,190.87,16.93,0,0,0,3.86,71.49,98.59,,all?,,255.69,17.45,0,0,0,4.98,99.84,133.42,0,,,,,,,,,,,,,,,,,, 6.96    , 5.66    , 1.82    ,
Dobroc,2011,,,,SK,Slovakia,101.82,,,48.68143033,19.67545557,700-1000,,,,,,934,362,572,23.8,15.7,19.7,-5.7,-9.4,29.1,5.4,,,4.9,B,16.9,191,23,"Ab, Fa, Pi",,,,,,,,,,,,,,2014,,,,,,866,,,,,,,,,?,,34,,,,,,,,,all,1958,198,,,,,,,,,all,,232,,,,,,,,,,0.27,,,,,,,,,,,,,,,, 6.96    , 5.66    , 1.82    ,
Dobroc,2011,,,,SK,Slovakia,101.82,,,48.68143033,19.67545557,700-1000,,,,,,934,362,572,23.8,15.7,19.7,-5.7,-9.4,29.1,5.4,,,4.9,B,16.9,191,23,"Ab, Pi, Fa",,,,,,,,,,,,,,2014,,,,,,727,,,,,,,,,?,,84,,,,,,,,,all,1978,197,,,,,,,,,all,,281,,,,,,,,,,0.39,,,,,,,,,,,,,,,, 6.96    , 5.66    , 1.82    ,
Dobroc,2011,,,,SK,Slovakia,101.82,,,48.68143033,19.67545557,700-1000,,,,,,934,362,572,23.8,15.7,19.7,-5.7,-9.4,29.1,5.4,,,4.9,B,16.9,191,23,"Pi, Ab, Fa",,,,,,,,,,,,,,2014,,,,,,726,,,,,,,,,?,,72,,,,,,,,,all,1988,206,,,,,,,,,all,,278,,,,,,,,,,0.38,,,,,,,,,,,,,,,, 6.96    , 5.66    , 1.82    ,
Dobroc,2011,,,,SK,Slovakia,101.82,,,48.68143033,19.67545557,700-1000,,,,,,934,362,572,23.8,15.7,19.7,-5.7,-9.4,29.1,5.4,,,4.9,B,16.9,191,23,"Pi, Fa, Ab",,,,,,,,,,,,,,2014,,,,,,741,,,,,,,,,?,,79,,,,,,,,,all,1998,227,,,,,,,,,all,,306,,,,,,,,,,0.41,,,,,,,,,,,,,,,, 6.96    , 5.66    , 1.82    ,
Havesova,2011,HAV,2011_09,SK_Have,SK,Slovakia,171.3,1.5,PP,49.00929023,22.33544699,540-590,565,624,800,261,,824,365,459,20.3,16.5,20.9,-4.9,-9.3,30.2,6.3,,14.9,5.7,B,20.6,145,23,Fa,F5a,,,,G1.63,9130,,,,,,,1964,50,1,V,,,,736,,,,,,,,,7,1999,39,,,,,,,,,all,1999,84,,,,,,,,,all,,123,,,,,,,,,,0.17,,,69.5,3.0,0.15,0.42,0.81,29,89,129,8.2,Fagus,5430432,591391,34U, 6.94    , 5.04    , 1.94    ,R5
Havesova,,,,,SK,Slovakia,171.3,,,,,540-590,,,,,,824,365,459,20.3,16.5,20.9,-4.9,-9.3,30.2,6.3,,,5.7,B,20.6,145,23,Fa,,,,,,,,,,,,,,2014,,,,,,697,,,,,,,,,7,,41,,,,,,,,,all,1979,79,,,,,,,,,all,,121,,,,,,,,,,0.17,,,,,,,,,,,,,,,, 6.94    , 5.04    , 1.94    ,
Havesova,,,,,SK,Slovakia,171.3,,,,,540-590,,,,,,824,365,459,20.3,16.5,20.9,-4.9,-9.3,30.2,6.3,,,5.7,B,20.6,145,23,Fa,,,,,,,,,,,,,,2014,,,,,,705,,,,,,,,,7,,33,,,,,,,,,all,1989,86,,,,,,,,,all,,119,,,,,,,,,,0.17,,,,,,,,,,,,,,,, 6.94    , 5.04    , 1.94    ,
Havesova,,,,,SK,Slovakia,,,,,,540-590,,,,,,824,365,459,20.3,16.5,20.9,-4.9,-9.3,30.2,6.3,,,5.7,B,20.6,145,23,,,,,,,,,,,,,,,2014,,,,,,664,,,,,,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,, 6.94    , 5.04    , 1.94    ,
Klenovski Vepor,2011,KLV,2011_09,,SK,Slovakia,125,,,48.68931554,19.77193833,,1200,1207,900-1000,,,1051,362,689,19.5,14,"17,6",-6,"-10,0","27,6",2-4,,15.4,"3,6",B,,NA,25,"Fa, Pi, Ab",,,,,,,,,,,,,,2014,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,57,3.0,0.30,0.39,0.71,31,62,,7.3,Conifers,5393725,409479,34U, 6.96    , 5.80    , 1.83    ,R5
Kyjov,2011,,,SK_Kyjov,SK,Slovakia,53.4,2.0,PP,48.85550181,22.01736337,730-790,760,710,800,,,845,461,384,20.1,15.5,21.3,-5.9,-9.0,30.3,6.0,,,5.5,B,19.4,154,23,"Fa, Ac",F5a,0.95,0.05,0.00,G1.63,9130,,,,,,,1974,40,1,V,,,,465,440,0,0,25,0,0,0,0,6,1993,56,.,.,.,.,.,.,.,.,0,1993,138,.,.,.,.,.,.,.,.,0,1993,194,.,.,.,.,.,.,.,.,0.42,0.29,,,,,,,,,,,,,,,, 6.95    , 4.35    , 1.93    ,
Kyjov,2011,,,,SK,Slovakia,53.4,,,48.85550181,22.01736337,730-790,,,,,,845,461,384,20.1,15.5,21.3,-5.9,-9.0,30.3,6.0,,,5.5,B,19.4,154,23,"Fa, Ac, Fr",,,,,,,,,,,,,,2014,,,,,,550,,,,,,,,,7,,33,,,,,,,,,all,1963,52,,,,,,,,,all,,86,,,,,,,,,,0.16,,,,,,,,,,,,,,,, 6.95    , 4.35    , 1.93    ,
Kyjov,2011,,,,SK,Slovakia,53.4,,,48.85550181,22.01736337,730-790,,,,,,845,461,384,20.1,15.5,21.3,-5.9,-9.0,30.3,6.0,,,5.5,B,19.4,154,23,"Fa, Ac, Fr",,,,,,,,,,,,,,2014,,,,,,631,,,,,,,,,7,,40,,,,,,,,,all,1973,62,,,,,,,,,all,,102,,,,,,,,,,0.16,,,,,,,,,,,,,,,, 6.95    , 4.35    , 1.93    ,
Kyjov,2011,,,,SK,Slovakia,53.4,,,48.85550181,22.01736337,730-790,,,,,,845,461,384,20.1,15.5,21.3,-5.9,-9.0,30.3,6.0,,,5.5,B,19.4,154,23,"Fa, Ac, Fr",,,,,,,,,,,,,,2014,,,,,,622,,,,,,,,,7,,81,,,,,,,,,all,1983,49,,,,,,,,,all,,130,,,,,,,,,,0.21,,,,,,,,,,,,,,,, 6.95    , 4.35    , 1.93    ,
Kyjov,2011,,,,SK,Slovakia,53.4,,,48.85550181,22.01736337,730-790,,,,,,845,461,384,20.1,15.5,21.3,-5.9,-9.0,30.3,6.0,,,5.5,B,19.4,154,23,"Fa, Ac, Fr",,,,,,,,,,,,,,2014,,,,,,659,,,,,,,,,7,,56,,,,,,,,,all,1993,138,,,,,,,,,all,,194,,,,,,,,,,0.29,,,,,,,,,,,,,,,, 6.95    , 4.35    , 1.93    ,
Oblik,2011,OBL,2011_09,,SK,Slovakia,86,,,,,,900,,700-800,,,,,0,,14,,-5,,,4-6,,,,,,NA,,-,,,,,,,,,,,,,,2014,,,,,,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,67,2.8,0.18,0.43,0.68,20,59,,7.2,Fagus,5424227,534398,34U, 0.63    , 0.39    , 1.73    ,R5
Rastun,,,,SK_Rastu,SK,Slovakia,18.0,1.0,PP,,,550-620,585,,898,,,,,0,,19.3,,-2.3,,,9.0,,,,,21.5,NA,,"Fa, Ac, Qu",F5a,0.86,0.09,0.00,G1.63,9130,,,,,,,,NA,,,,,,527,456,15,0,31,0,0,0,0,7,1983,33,.,.,.,.,.,.,.,.,0,1993,37,.,.,.,.,.,.,.,.,0,1993,70,.,.,.,.,.,.,.,.,0.13,0.47,,,,,,,,,,,,,,,,,,,
Rastun,,,,,SK,Slovakia,18,,,,,550-620,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Qu, Ac",,,,,,,,,,,,,,2014,,,,,,527,,,,,,,,,7,,33,,,,,,,,,all,c.1993,37,,,,,,,,,all,,70,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,
Rastun,,,,,SK,Slovakia,,,,,,550-620,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003?,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozok,2003,,2003_10,SK_Rozok,SK,Slovakia,67.1,1.5,PP,48.97658055,22.46450399,610-650,630,674,780,,,797,368,429,18.3,16.5,21.7,-4.9,-8.8,30.5,7.0,,,6.3,B,21.2,127,23,Fa,F5a,1.00,0.00,0.00,G1.63,9130,,,,,,,1964,50,1,V,,,,816,816,0,0,0,0,0,0,0,6,1999,33,.,.,.,.,.,.,.,.,0,1999,115,.,.,.,.,.,.,.,.,0,1999,148,.,.,.,.,.,.,.,.,0.18,0.22,,,,,,,,,,,,,,,, 2.52    , 4.58    , 1.97    ,
Rozok,2003,,,,SK,Slovakia,67.1,,,48.97658055,22.46450399,610-650,,,,293,,797,368,429,18.3,16.5,21.7,-4.9,-8.8,30.5,7.0,,15.6,6.3,B,21.2,127,23,Fa,,,,,,,,,,,,,,2014,,,,,,716,,,,,,,,,6,,24,,,,,,,,,all,1979,84,,,,,,,,,all,,108,,,,,,,,,,0.15,,,,,,,,,,,,,,,, 2.52    , 4.58    , 1.97    ,
Rozok,2003,,,,SK,Slovakia,67.1,,,48.97658055,22.46450399,610-650,,,,293,,797,368,429,18.3,16.5,21.7,-4.9,-8.8,30.5,7.0,,15.6,6.3,B,21.2,127,23,Fa,,,,,,,,,,,,,,2014,,,,,,778,,,,,,,,,6,,33,,,,,,,,,all,1989,157,,,,,,,,,all,,190,,,,,,,,,,0.24,,,,,,,,,,,,,,,, 2.52    , 4.58    , 1.97    ,
Rozok,2003,,,,SK,Slovakia,67.1,,,48.97658055,22.46450399,610-650,,,,293,,797,368,429,18.3,16.5,21.7,-4.9,-8.8,30.5,7.0,,15.6,6.3,B,21.2,127,23,Fa,,,,,,,,,,,,,,2014,,,,,,816,,,,,,,,,6,,33,,,,,,,,,all,1999,115,,,,,,,,,all,,148,,,,,,,,,,0.18,,,,,,,,,,,,,,,, 2.52    , 4.58    , 1.97    ,
Rozok,2003,,,,SK,Slovakia,,,,48.97658055,22.46450399,,,,,293,,797,368,429,18.3,16.5,21.7,-4.9,-8.8,30.5,7.0,,15.6,6.3,B,21.2,127,23,,,,,,,,,,,,,,,2014,,,,,,744,,,,,,,,,,2009,,,,,,,,,,,2009,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,, 2.52    , 4.58    , 1.97    ,
Sitno,,,,SK_Sitno,SK,Slovakia,45.5,1.5,PP,48.39932136,18.88138084,760-790,775,,920,,,847,155,692,16.7,16.2,22.8,-5.8,-7.7,30.5,6.0,,,8.0,B,17.6,106,23,Fa,F5a,.,.,.,G1.63,9130,,,,,,,1951,63,1,V,,,,594,.,.,.,.,.,.,.,.,7,.,29,.,.,.,.,.,.,.,.,0,.,74,.,.,.,.,.,.,.,.,0,.,103,.,.,.,.,.,.,.,.,0.17,0.28,,,,,,,,,,,,,,,,,,,
Sitno,,,,,SK,Slovakia,45.49,,,48.39932136,18.88138084,760-790,,,,,,847,155,692,15.7,,22.8,,-7.7,30.5,,,,7.0,B,,121,23,"Fa, Ac, Qu,",,,,,,,,,,,,,,2014,,,,,,594,,,,,,,,,?,,29,,,,,,,,,all,c.1991,74,,,,,,,,,all,,103,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,
Stuzica,2011,STU,2011_09,,SK,Slovakia,630,400,,49.07627326,22.53997655,,800,,925,319,,,,0,,14-15,,-5 to -7,,,5-6,,14.1,,,,NA,,Ab ,,,,,,,,,,,,,,2014,,,,,,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,67.2,2.8,0.28,0.50,0.80,29,90,124,8.5,Conifers,5436365,611749,34U, 6.95    , 5.13    , 1.96    ,R5
Stuzica,2003,,,,SK,Slovakia,,,,49.07429651,22.53785024,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,, 6.95    , 5.13    , 1.96    ,
Stuzica 4,2011,STU,,SK_Stuz4,SK,Slovakia,218.0,1.5,PP,,,730-770,750,901,1100,,,932,363,569,24.3,14.5,19.9,-6.9,-9.6,29.5,5.0,,,4.5,B,13.2,207,23,"Fa, Qu",F5a,0.95,0.11,0.00,G1.63,9130,,,,,,,1965,49,1,V,,,,569,539,63,0,0,0,0,0,0,7,1991,60,.,.,.,.,.,.,.,.,0,1991,48,.,.,.,.,.,.,.,.,0,1991,108,.,.,.,.,.,.,.,.,0.19,0.56,,,,,,,,,,,,,,,, 6.95    , 5.13    , 1.96    ,
Stuzica 4,,,,,SK,Slovakia,218,,,,,730-770,,,,,,932,363,569,24.3,14.5,19.9,-6.9,-9.6,29.5,5.0,,,4.5,B,13.2,207,23,"Fa, Qu",,,,,,,,,,,,,,2014,,,,,,569,,,,,,,,,7,,60,,,,,,,,,all,1991,48,,,,,,,,,all,,108,,,,,,,,,,0.19,,,,,,,,,,,,,,,, 6.95    , 5.13    , 1.96    ,
Stuzica 5,,,,,SK,Slovakia,442,,,,,790-830,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Qu",,,,,,,,,,,,,,2014,,,,,,647,,,,,,,,,7,,60,,,,,,,,,all,1991,48,,,,,,,,,all,,108,,,,,,,,,,0.17,,,,,,,,,,,,,,,, 6.95    , 5.13    , 1.96    ,
Vihorlat,,VIH,2011_09,,SK,Slovakia,29,,,,,,1000,,1000-1400,,,,,0,,15,,-7.0,,,4-6,,,,,,NA,,Ac ,,,,,,,,,,,,,,2014,,,,,,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,56,3.1,0.22,0.45,0.76,20,50,84,5.5,Broadleaved,5323565,582704,34U, 1.07    , 3.68    , 1.88    ,R5
Belinovec,,,,,SI,Slovenia,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bukov Vrh,,,,SI_Bukov,SI,Slovenia,9.3,9.3,CS,45.99261444,13.88199634,1200-1300,1250,,3000,,,1316,493,823,22.5,15.3,21.7,-2.8,-5.2,26.9,5.0,,,7.3,E,5.1,180,25,"Fa, Ab, Ac",F5b,0.83,0.07,0.10,G1.6C,.,W,,,,,F,1983,31,1,V,,,,525,435,0,0,37,0,53,0,0,5,1998,67,.,.,.,.,.,.,.,.,5,1998,25,.,.,.,.,.,.,.,.,.,.,92,.,.,.,.,.,.,.,.,0.18,0.73,,,,,,,,,,,,,,,,,,,
Donaska Gora,,,,,SI,Slovenia,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kopa,,,,,SI,Slovenia,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krokar,2002,,,SI_Kroka,SI,Slovenia,72.8,.,.,45.54244927,14.76121599,850-1190,1020,1016,1500,,,1365,466,899,11.3,15.8,21.4,-3.6,-4.9,26.3,5.0,,,6.9,E,10.5,198,25,"Fa, Ab",F5b,0.86,0.00,0.14,G1.6C,.,W,,,,,F,1894,120,1,V,,,,634,547,0,0,0,0,87,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,.,.,.,.,.,.,.,.,0.11,.,,,,,,,,,,,,,,,, 6.96    , 6.20    , 2.37    ,
Krokar,2002,KRO,2002_09,,SI,Slovenia,73,,,45.54244927,14.76121599,,1120,,1526,347,,1365,466,899,11.3,17.8,21.4,-1.6,-4.9,26.3,8.4,,,6.9,E,10.5,198,25,Ab,,,,,,,,,,,,,,2014,,,,,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,101,1-6,,,,,,101,96,,5.2,Conifers,5042964,482824,33T, 6.96    , 6.20    , 2.37    ,R4
Krokar,2002,,,,SI,Slovenia,72.8,,,45.54244927,14.76121599,850-1190,,,,,,1365,466,899,11.3,17.8,21.4,-1.6,-4.9,26.3,8.4,,,6.9,E,,198,25,"Fa, Ab",,,,,,,,,,,,,,2014,,,,,,634,,,,,,,,,?,,-,,,,,,,,,?,c. 1996,-,,,,,,,,,?,,69,,,,,,,,,,0.11,,,,,,,,,,,,,,,, 6.96    , 6.20    , 2.37    ,
